Spend,,,,,,
FOOU,FOOUtotal,Longterm,RetailSales,Other,2936,
FOOU,FOOUtotal,Longterm,RTD,TotalRTDsubproduct,78,
FOOU,FOOUtotal,Shortterm,ExpressSales,TotalExpresssubproduct,319016,
FOOU,FOOUtotal,Shortterm,RetailSales,Drinks,663110,
FOOU,FOOUtotal,Shortterm,RetailSales,Food,996840,
FOOU,FOOUtotal,Shortterm,RetailSales,Other,244129,
FOOU,FOOUtotal,Shortterm,RTD,TotalRTDsubproduct,6901,
Retail,Display,Longterm,ExpressSales,TotalExpresssubproduct,23489,
Retail,Display,Longterm,RetailSales,Drinks,16967,
Retail,Display,Longterm,RetailSales,Food,10841,
Retail,Display,Longterm,RetailSales,Other,2980,
Retail,Display,Longterm,RTD,TotalRTDsubproduct,75,
Retail,Display,Shortterm,ExpressSales,TotalExpresssubproduct,85041,
Retail,Display,Shortterm,RetailSales,Drinks,462431,
Retail,Display,Shortterm,RetailSales,Food,282329,
Retail,Display,Shortterm,RetailSales,Other,18277,
Retail,Display,Shortterm,RTD,TotalRTDsubproduct,309,
Retail,OOH,Longterm,ExpressSales,TotalExpresssubproduct,160780,
Retail,OOH,Longterm,RetailSales,Drinks,123847,
Retail,OOH,Longterm,RetailSales,Food,73138,
Retail,OOH,Longterm,RetailSales,Other,20451,
Retail,OOH,Longterm,RTD,TotalRTDsubproduct,486,
Retail,OOH,Shortterm,ExpressSales,TotalExpresssubproduct,231997,
Retail,OOH,Shortterm,RetailSales,Drinks,4036042,
Retail,OOH,Shortterm,RetailSales,Food,357775,
Retail,OOH,Shortterm,RetailSales,Other,147875,
Retail,OOH,Shortterm,RTD,TotalRTDsubproduct,838,
Retail,Press,Longterm,ExpressSales,TotalExpresssubproduct,22187,
Retail,Press,Longterm,RetailSales,Drinks,20044,
Retail,Press,Longterm,RetailSales,Food,16242,
Retail,Press,Longterm,RetailSales,Other,3128,
Retail,Press,Longterm,RTD,TotalRTDsubproduct,55,
Retail,Press,Shortterm,ExpressSales,TotalExpresssubproduct,63440,
Retail,Press,Shortterm,RetailSales,Drinks,414668,
Retail,Press,Shortterm,RetailSales,Food,266831,
Retail,Press,Shortterm,RetailSales,Other,95024,
Retail,Press,Shortterm,RTD,TotalRTDsubproduct,158,
Retail,RadioandAudio,Longterm,ExpressSales,TotalExpresssubproduct,188968,
Retail,RadioandAudio,Longterm,RetailSales,Drinks,132700,
Retail,RadioandAudio,Longterm,RetailSales,Food,78116,
Retail,RadioandAudio,Longterm,RetailSales,Other,22705,
Retail,RadioandAudio,Longterm,RTD,TotalRTDsubproduct,639,
Retail,RadioandAudio,Shortterm,ExpressSales,TotalExpresssubproduct,199823,
Retail,RadioandAudio,Shortterm,RetailSales,Drinks,1594344,
Retail,RadioandAudio,Shortterm,RetailSales,Food,834421,
Retail,RadioandAudio,Shortterm,RetailSales,Other,60367,
Retail,RadioandAudio,Shortterm,RTD,TotalRTDsubproduct,688,
Retail,Social,Longterm,ExpressSales,TotalExpresssubproduct,53400,
Retail,Social,Longterm,RetailSales,Drinks,38896,
Retail,Social,Longterm,RetailSales,Food,23781,
Retail,Social,Longterm,RetailSales,Other,6240,
Retail,Social,Longterm,RTD,TotalRTDsubproduct,160,
Retail,Social,Shortterm,ExpressSales,TotalExpresssubproduct,60599,
Retail,Social,Shortterm,RetailSales,Drinks,337011,
Retail,Social,Shortterm,RetailSales,Food,193437,
Retail,Social,Shortterm,RetailSales,Other,12964,
Retail,Social,Shortterm,RTD,TotalRTDsubproduct,232,
Retail,TVSponsorship,Longterm,ExpressSales,TotalExpresssubproduct,711056,
Retail,TVSponsorship,Longterm,RetailSales,Drinks,544646,
Retail,TVSponsorship,Longterm,RetailSales,Food,321310,
Retail,TVSponsorship,Longterm,RetailSales,Other,90890,
Retail,TVSponsorship,Longterm,RTD,TotalRTDsubproduct,2388,
Retail,TVSponsorship,Shortterm,ExpressSales,TotalExpresssubproduct,70114,
Retail,TVSponsorship,Shortterm,RetailSales,Drinks,1011933,
Retail,TVSponsorship,Shortterm,RetailSales,Food,884297,
Retail,TVSponsorship,Shortterm,RetailSales,Other,0,
Retail,TVSponsorship,Shortterm,RTD,TotalRTDsubproduct,226,
Retail,VOD,Longterm,ExpressSales,TotalExpresssubproduct,5232,
Retail,VOD,Longterm,RetailSales,Drinks,4159,
Retail,VOD,Longterm,RetailSales,Food,2493,
Retail,VOD,Longterm,RetailSales,Other,693,
Retail,VOD,Longterm,RTD,TotalRTDsubproduct,15,
Retail,VOD,Shortterm,ExpressSales,TotalExpresssubproduct,12527,
Retail,VOD,Shortterm,RetailSales,Drinks,153736,
Retail,VOD,Shortterm,RetailSales,Food,153934,
Retail,VOD,Shortterm,RetailSales,Other,39129,
Retail,VOD,Shortterm,RTD,TotalRTDsubproduct,48,
RTDMedia,OOH,Longterm,ExpressSales,TotalExpresssubproduct,19102,
RTDMedia,OOH,Longterm,RetailSales,Drinks,12989,
RTDMedia,OOH,Longterm,RetailSales,Food,8537,
RTDMedia,OOH,Longterm,RetailSales,Other,2495,
RTDMedia,OOH,Longterm,RTD,TotalRTDsubproduct,64,
RTDMedia,OOH,Shortterm,ExpressSales,TotalExpresssubproduct,0,
RTDMedia,OOH,Shortterm,RetailSales,Drinks,540588,
RTDMedia,OOH,Shortterm,RetailSales,Food,0,
RTDMedia,OOH,Shortterm,RetailSales,Other,53765,
RTDMedia,OOH,Shortterm,RTD,TotalRTDsubproduct,24769,
,,,,,,
App Downloads,,,,,,
Campaign,Media channel,KPI group,Product,Sub product,2022,
AtHomeMedia,AtHometotal,Longterm,TotalAppproduct,TotalAppsubproduct,60,
AtHomeMedia,AtHometotal,Shortterm,TotalAppproduct,TotalAppsubproduct,0,
Express,Display,Longterm,TotalAppproduct,TotalAppsubproduct,95,
Express,Display,Shortterm,TotalAppproduct,TotalAppsubproduct,0,
Express,OOH,Longterm,TotalAppproduct,TotalAppsubproduct,2151,
Express,OOH,Shortterm,TotalAppproduct,TotalAppsubproduct,0,
Express,Press,Longterm,TotalAppproduct,TotalAppsubproduct,236,
Express,Press,Shortterm,TotalAppproduct,TotalAppsubproduct,0,
Express,RadioandAudio,Longterm,TotalAppproduct,TotalAppsubproduct,127,
Express,RadioandAudio,Shortterm,TotalAppproduct,TotalAppsubproduct,0,
Express,Social,Longterm,TotalAppproduct,TotalAppsubproduct,457,
Express,Social,Shortterm,TotalAppproduct,TotalAppsubproduct,0,
FOOU,FOOUtotal,Longterm,TotalAppproduct,TotalAppsubproduct,566,
FOOU,FOOUtotal,Shortterm,TotalAppproduct,TotalAppsubproduct,333381,
Retail,Display,Longterm,TotalAppproduct,TotalAppsubproduct,503,
Retail,Display,Shortterm,TotalAppproduct,TotalAppsubproduct,4287,
Retail,OOH,Longterm,TotalAppproduct,TotalAppsubproduct,2382,
Retail,OOH,Shortterm,TotalAppproduct,TotalAppsubproduct,9770,
Retail,Press,Longterm,TotalAppproduct,TotalAppsubproduct,199,
Retail,Press,Shortterm,TotalAppproduct,TotalAppsubproduct,2118,
Retail,RadioandAudio,Longterm,TotalAppproduct,TotalAppsubproduct,3876,
Retail,RadioandAudio,Shortterm,TotalAppproduct,TotalAppsubproduct,9796,
Retail,Social,Longterm,TotalAppproduct,TotalAppsubproduct,1116,
Retail,Social,Shortterm,TotalAppproduct,TotalAppsubproduct,3193,
Retail,TVSponsorship,Longterm,TotalAppproduct,TotalAppsubproduct,11616,
Retail,TVSponsorship,Shortterm,TotalAppproduct,TotalAppsubproduct,2698,
Retail,VOD,Longterm,TotalAppproduct,TotalAppsubproduct,75,
Retail,VOD,Shortterm,TotalAppproduct,TotalAppsubproduct,688,
RTDMedia,OOH,Longterm,TotalAppproduct,TotalAppsubproduct,345,
RTDMedia,OOH,Shortterm,TotalAppproduct,TotalAppsubproduct,0,
,,,,,,
Express Sales Volume,,,,,,
Campaign,Media channel,KPI group,Product,Sub product,2022,
AtHomeMedia,AtHometotal,Longterm,ExpressSales,TotalExpresssubproduct,6226,
AtHomeMedia,AtHometotal,Shortterm,ExpressSales,TotalExpresssubproduct,0,
Express,Display,Longterm,ExpressSales,TotalExpresssubproduct,1046,
Express,Display,Shortterm,ExpressSales,TotalExpresssubproduct,150789,
Express,OOH,Longterm,ExpressSales,TotalExpresssubproduct,23407,
Express,OOH,Shortterm,ExpressSales,TotalExpresssubproduct,1258606,
Express,Press,Longterm,ExpressSales,TotalExpresssubproduct,2623,
Express,Press,Shortterm,ExpressSales,TotalExpresssubproduct,231223,
Express,RadioandAudio,Longterm,ExpressSales,TotalExpresssubproduct,2754,
Express,RadioandAudio,Shortterm,ExpressSales,TotalExpresssubproduct,150094,
Express,Social,Longterm,ExpressSales,TotalExpresssubproduct,5218,
Express,Social,Shortterm,ExpressSales,TotalExpresssubproduct,353333,
FOOU,FOOUtotal,Longterm,ExpressSales,TotalExpresssubproduct,31922,
FOOU,FOOUtotal,Shortterm,ExpressSales,TotalExpresssubproduct,319016,
Retail,Display,Longterm,ExpressSales,TotalExpresssubproduct,23489,
Retail,Display,Shortterm,ExpressSales,TotalExpresssubproduct,85041,
Retail,OOH,Longterm,ExpressSales,TotalExpresssubproduct,160780,
Retail,OOH,Shortterm,ExpressSales,TotalExpresssubproduct,231997,
Retail,Press,Longterm,ExpressSales,TotalExpresssubproduct,22187,
Retail,Press,Shortterm,ExpressSales,TotalExpresssubproduct,63440,
Retail,RadioandAudio,Longterm,ExpressSales,TotalExpresssubproduct,188968,
Retail,RadioandAudio,Shortterm,ExpressSales,TotalExpresssubproduct,199823,
Retail,Social,Longterm,ExpressSales,TotalExpresssubproduct,53400,
Retail,Social,Shortterm,ExpressSales,TotalExpresssubproduct,60599,
Retail,TVSponsorship,Longterm,ExpressSales,TotalExpresssubproduct,711056,
Retail,TVSponsorship,Shortterm,ExpressSales,TotalExpresssubproduct,70114,
Retail,VOD,Longterm,ExpressSales,TotalExpresssubproduct,5232,
Retail,VOD,Shortterm,ExpressSales,TotalExpresssubproduct,12527,
RTDMedia,OOH,Longterm,ExpressSales,TotalExpresssubproduct,19102,
RTDMedia,OOH,Shortterm,ExpressSales,TotalExpresssubproduct,0,
,,,,,,
Retail Drinks Volume,,,,,,
Campaign,Media channel,KPI group,Product,Sub product,2022,
AtHomeMedia,AtHometotal,Longterm,RetailSales,Drinks,4918,
AtHomeMedia,AtHometotal,Shortterm,RetailSales,Drinks,0,
Express,Display,Longterm,RetailSales,Drinks,754,
Express,Display,Shortterm,RetailSales,Drinks,0,
Express,OOH,Longterm,RetailSales,Drinks,16739,
Express,OOH,Shortterm,RetailSales,Drinks,0,
Express,Press,Longterm,RetailSales,Drinks,1885,
Express,Press,Shortterm,RetailSales,Drinks,0,
Express,RadioandAudio,Longterm,RetailSales,Drinks,2086,
Express,RadioandAudio,Shortterm,RetailSales,Drinks,0,
Express,Social,Longterm,RetailSales,Drinks,3749,
Express,Social,Shortterm,RetailSales,Drinks,0,
FOOU,FOOUtotal,Longterm,RetailSales,Drinks,24067,
FOOU,FOOUtotal,Shortterm,RetailSales,Drinks,663110,
Retail,Display,Longterm,RetailSales,Drinks,16967,
Retail,Display,Shortterm,RetailSales,Drinks,462431,
Retail,OOH,Longterm,RetailSales,Drinks,123847,
Retail,OOH,Shortterm,RetailSales,Drinks,4036042,
Retail,Press,Longterm,RetailSales,Drinks,20044,
Retail,Press,Shortterm,RetailSales,Drinks,414668,
Retail,RadioandAudio,Longterm,RetailSales,Drinks,132700,
Retail,RadioandAudio,Shortterm,RetailSales,Drinks,1594344,
Retail,Social,Longterm,RetailSales,Drinks,38896,
Retail,Social,Shortterm,RetailSales,Drinks,337011,
Retail,TVSponsorship,Longterm,RetailSales,Drinks,544646,
Retail,TVSponsorship,Shortterm,RetailSales,Drinks,1011933,
Retail,VOD,Longterm,RetailSales,Drinks,4159,
Retail,VOD,Shortterm,RetailSales,Drinks,153736,
RTDMedia,OOH,Longterm,RetailSales,Drinks,12989,
RTDMedia,OOH,Shortterm,RetailSales,Drinks,540588,
,,,,,,
Retail Food Volume,,,,,,
Campaign,Media channel,KPI group,Product,Sub product,2022,
AtHomeMedia,AtHometotal,Longterm,RetailSales,Food,2854,
AtHomeMedia,AtHometotal,Shortterm,RetailSales,Food,0,
Express,Display,Longterm,RetailSales,Food,448,
Express,Display,Shortterm,RetailSales,Food,0,
Express,OOH,Longterm,RetailSales,Food,9918,
Express,OOH,Shortterm,RetailSales,Food,0,
Express,Press,Longterm,RetailSales,Food,1118,
Express,Press,Shortterm,RetailSales,Food,0,
Express,RadioandAudio,Longterm,RetailSales,Food,1242,
Express,RadioandAudio,Shortterm,RetailSales,Food,0,
Express,Social,Longterm,RetailSales,Food,2230,
Express,Social,Shortterm,RetailSales,Food,0,
FOOU,FOOUtotal,Longterm,RetailSales,Food,13143,
FOOU,FOOUtotal,Shortterm,RetailSales,Food,996840,
Retail,Display,Longterm,RetailSales,Food,10841,
Retail,Display,Shortterm,RetailSales,Food,282329,
Retail,OOH,Longterm,RetailSales,Food,73138,
Retail,OOH,Shortterm,RetailSales,Food,357775,
Retail,Press,Longterm,RetailSales,Food,16242,
Retail,Press,Shortterm,RetailSales,Food,266831,
Retail,RadioandAudio,Longterm,RetailSales,Food,78116,
Retail,RadioandAudio,Shortterm,RetailSales,Food,834421,
Retail,Social,Longterm,RetailSales,Food,23781,
Retail,Social,Shortterm,RetailSales,Food,193437,
Retail,TVSponsorship,Longterm,RetailSales,Food,321310,
Retail,TVSponsorship,Shortterm,RetailSales,Food,884297,
Retail,VOD,Longterm,RetailSales,Food,2493,
Retail,VOD,Shortterm,RetailSales,Food,153934,
RTDMedia,OOH,Longterm,RetailSales,Food,8537,
RTDMedia,OOH,Shortterm,RetailSales,Food,0,
,,,,,,
Retail Other Volume,,,,,,
Campaign,Media channel,KPI group,Product,Sub product,2022,
AtHomeMedia,AtHometotal,Longterm,RetailSales,Other,772,
AtHomeMedia,AtHometotal,Shortterm,RetailSales,Other,0,
Express,Display,Longterm,RetailSales,Other,117,
Express,Display,Shortterm,RetailSales,Other,0,
Express,OOH,Longterm,RetailSales,Other,2629,
Express,OOH,Shortterm,RetailSales,Other,0,
Express,Press,Longterm,RetailSales,Other,294,
Express,Press,Shortterm,RetailSales,Other,0,
Express,RadioandAudio,Longterm,RetailSales,Other,322,
Express,RadioandAudio,Shortterm,RetailSales,Other,0,
Express,Social,Longterm,RetailSales,Other,609,
Express,Social,Shortterm,RetailSales,Other,0,
FOOU,FOOUtotal,Longterm,RetailSales,Other,2936,
FOOU,FOOUtotal,Shortterm,RetailSales,Other,244129,
Retail,Display,Longterm,RetailSales,Other,2980,
Retail,Display,Shortterm,RetailSales,Other,18277,
Retail,OOH,Longterm,RetailSales,Other,20451,
Retail,OOH,Shortterm,RetailSales,Other,147875,
Retail,Press,Longterm,RetailSales,Other,3128,
Retail,Press,Shortterm,RetailSales,Other,95024,
Retail,RadioandAudio,Longterm,RetailSales,Other,22705,
Retail,RadioandAudio,Shortterm,RetailSales,Other,60367,
Retail,Social,Longterm,RetailSales,Other,6240,
Retail,Social,Shortterm,RetailSales,Other,12964,
Retail,TVSponsorship,Longterm,RetailSales,Other,90890,
Retail,TVSponsorship,Shortterm,RetailSales,Other,0,
Retail,VOD,Longterm,RetailSales,Other,693,
Retail,VOD,Shortterm,RetailSales,Other,39129,
RTDMedia,OOH,Longterm,RetailSales,Other,2495,
RTDMedia,OOH,Shortterm,RetailSales,Other,53765,
,,,,,,
RTD Cases,,,,,,
Campaign,Media channel,KPI group,Product,Sub product,2022,
AtHomeMedia,AtHometotal,Longterm,RTD,TotalRTDsubproduct,19,
AtHomeMedia,AtHometotal,Shortterm,RTD,TotalRTDsubproduct,0,
Express,Display,Longterm,RTD,TotalRTDsubproduct,3,
Express,Display,Shortterm,RTD,TotalRTDsubproduct,179,
Express,OOH,Longterm,RTD,TotalRTDsubproduct,72,
Express,OOH,Shortterm,RTD,TotalRTDsubproduct,1951,
Express,Press,Longterm,RTD,TotalRTDsubproduct,8,
Express,Press,Shortterm,RTD,TotalRTDsubproduct,330,
Express,RadioandAudio,Longterm,RTD,TotalRTDsubproduct,8,
Express,RadioandAudio,Shortterm,RTD,TotalRTDsubproduct,120,
Express,Social,Longterm,RTD,TotalRTDsubproduct,16,
Express,Social,Shortterm,RTD,TotalRTDsubproduct,286,
FOOU,FOOUtotal,Longterm,RTD,TotalRTDsubproduct,78,
FOOU,FOOUtotal,Shortterm,RTD,TotalRTDsubproduct,6901,
Retail,Display,Longterm,RTD,TotalRTDsubproduct,75,
Retail,Display,Shortterm,RTD,TotalRTDsubproduct,309,
Retail,OOH,Longterm,RTD,TotalRTDsubproduct,486,
Retail,OOH,Shortterm,RTD,TotalRTDsubproduct,838,
Retail,Press,Longterm,RTD,TotalRTDsubproduct,55,
Retail,Press,Shortterm,RTD,TotalRTDsubproduct,158,
Retail,RadioandAudio,Longterm,RTD,TotalRTDsubproduct,639,
Retail,RadioandAudio,Shortterm,RTD,TotalRTDsubproduct,688,
Retail,Social,Longterm,RTD,TotalRTDsubproduct,160,
Retail,Social,Shortterm,RTD,TotalRTDsubproduct,232,
Retail,TVSponsorship,Longterm,RTD,TotalRTDsubproduct,2388,
Retail,TVSponsorship,Shortterm,RTD,TotalRTDsubproduct,226,
Retail,VOD,Longterm,RTD,TotalRTDsubproduct,15,
Retail,VOD,Shortterm,RTD,TotalRTDsubproduct,48,
RTDMedia,OOH,Longterm,RTD,TotalRTDsubproduct,64,
RTDMedia,OOH,Shortterm,RTD,TotalRTDsubproduct,24769,
,,,,,,
All Revenue - ROI,,,,,,
Campaign,Media channel,KPI group,Product,Sub product,2022,ROI
AtHomeMedia,AtHometotal,Longterm,ExpressSales,TotalExpresssubproduct,0.04,0.087090765
AtHomeMedia,AtHometotal,Longterm,RetailSales,Drinks,0.03,0.625845502
AtHomeMedia,AtHometotal,Longterm,RetailSales,Food,0.02,0.336684225
AtHomeMedia,AtHometotal,Longterm,RetailSales,Other,0.01,0.09281113
AtHomeMedia,AtHometotal,Longterm,RTD,TotalRTDsubproduct,0,0.013844253
AtHomeMedia,AtHometotal,Shortterm,ExpressSales,TotalExpresssubproduct,0,0
AtHomeMedia,AtHometotal,Shortterm,RetailSales,Drinks,0,0
AtHomeMedia,AtHometotal,Shortterm,RetailSales,Food,0,0
AtHomeMedia,AtHometotal,Shortterm,RetailSales,Other,0,0
AtHomeMedia,AtHometotal,Shortterm,RTD,TotalRTDsubproduct,0,0
Express,Display,Longterm,ExpressSales,TotalExpresssubproduct,0.02,0.33231759
Express,Display,Longterm,RetailSales,Drinks,0.01,0.477615437
Express,Display,Longterm,RetailSales,Food,0.01,0.256941342
Express,Display,Longterm,RetailSales,Other,0,0.070829028
Express,Display,Longterm,RTD,TotalRTDsubproduct,0,0.010565273
Express,Display,Shortterm,ExpressSales,TotalExpresssubproduct,2.32,10.36548258
Express,Display,Shortterm,RetailSales,Drinks,0,0
Express,Display,Shortterm,RetailSales,Food,0,0
Express,Display,Shortterm,RetailSales,Other,0,0
Express,Display,Shortterm,RTD,TotalRTDsubproduct,0,0.12935087
Express,OOH,Longterm,ExpressSales,TotalExpresssubproduct,0.04,0.505544771
Express,OOH,Longterm,RetailSales,Drinks,0.03,0.726582022
Express,OOH,Longterm,RetailSales,Food,0.02,0.390877148
Express,OOH,Longterm,RetailSales,Other,0,0.107750073
Express,OOH,Longterm,RTD,TotalRTDsubproduct,0,0.016072633
Express,OOH,Shortterm,ExpressSales,TotalExpresssubproduct,1.97,2.921970435
Express,OOH,Shortterm,RetailSales,Drinks,0,0
Express,OOH,Shortterm,RetailSales,Food,0,0
Express,OOH,Shortterm,RetailSales,Other,0,0
Express,OOH,Shortterm,RTD,TotalRTDsubproduct,0,0.12935087
Express,Press,Longterm,ExpressSales,TotalExpresssubproduct,0.02,0.342221723
Express,Press,Longterm,RetailSales,Drinks,0.02,0.491849913
Express,Press,Longterm,RetailSales,Food,0.01,0.26459902
Express,Press,Longterm,RetailSales,Other,0,0.07293996
Express,Press,Longterm,RTD,TotalRTDsubproduct,0,0.010880153
Express,Press,Shortterm,ExpressSales,TotalExpresssubproduct,1.94,2.238828903
Express,Press,Shortterm,RetailSales,Drinks,0,0
Express,Press,Shortterm,RetailSales,Food,0,0
Express,Press,Shortterm,RetailSales,Other,0,0
Express,Press,Shortterm,RTD,TotalRTDsubproduct,0,0.12935087
Express,RadioandAudio,Longterm,ExpressSales,TotalExpresssubproduct,0.06,0.596102257
Express,RadioandAudio,Longterm,RetailSales,Drinks,0.05,0.856733583
Express,RadioandAudio,Longterm,RetailSales,Food,0.03,0.460894392
Express,RadioandAudio,Longterm,RetailSales,Other,0.01,0.127051184
Express,RadioandAudio,Longterm,RTD,TotalRTDsubproduct,0,0.0189517
Express,RadioandAudio,Shortterm,ExpressSales,TotalExpresssubproduct,3.36,9.477404891
Express,RadioandAudio,Shortterm,RetailSales,Drinks,0,0
Express,RadioandAudio,Shortterm,RetailSales,Food,0,0
Express,RadioandAudio,Shortterm,RetailSales,Other,0,0
Express,RadioandAudio,Shortterm,RTD,TotalRTDsubproduct,0,0.12935087
Express,Social,Longterm,ExpressSales,TotalExpresssubproduct,0.05,0.714009928
Express,Social,Longterm,RetailSales,Drinks,0.03,1.026193537
Express,Social,Longterm,RetailSales,Food,0.02,0.552058254
Express,Social,Longterm,RetailSales,Other,0.01,0.152181619
Express,Social,Longterm,RTD,TotalRTDsubproduct,0,0.022700303
Express,Social,Shortterm,ExpressSales,TotalExpresssubproduct,3.27,6.816639234
Express,Social,Shortterm,RetailSales,Drinks,0,0
Express,Social,Shortterm,RetailSales,Food,0,0
Express,Social,Shortterm,RetailSales,Other,0,0
Express,Social,Shortterm,RTD,TotalRTDsubproduct,0,0.12935087
FOOU,FOOUtotal,Longterm,ExpressSales,TotalExpresssubproduct,0.03,0.092217531
FOOU,FOOUtotal,Longterm,RetailSales,Drinks,0.02,0.662687106
FOOU,FOOUtotal,Longterm,RetailSales,Food,0.01,0.356503792
FOOU,FOOUtotal,Longterm,RetailSales,Other,0,0.098274636
FOOU,FOOUtotal,Longterm,RTD,TotalRTDsubproduct,0,0.014659222
FOOU,FOOUtotal,Shortterm,ExpressSales,TotalExpresssubproduct,0.3,1.32
FOOU,FOOUtotal,Shortterm,RetailSales,Drinks,0.62,1.899626027
FOOU,FOOUtotal,Shortterm,RetailSales,Food,0.93,2.11293257
FOOU,FOOUtotal,Shortterm,RetailSales,Other,0.23,0.384983345
FOOU,FOOUtotal,Shortterm,RTD,TotalRTDsubproduct,0.01,0.220286373
Retail,Display,Longterm,ExpressSales,TotalExpresssubproduct,0.03,0.132927036
Retail,Display,Longterm,RetailSales,Drinks,0.02,0.835827014
Retail,Display,Longterm,RetailSales,Food,0.01,0.449647348
Retail,Display,Longterm,RetailSales,Other,0,0.123950798
Retail,Display,Longterm,RTD,TotalRTDsubproduct,0,0.018489229
Retail,Display,Shortterm,ExpressSales,TotalExpresssubproduct,0.12,0.279537372
Retail,Display,Shortterm,RetailSales,Drinks,0.67,1.210929935
Retail,Display,Shortterm,RetailSales,Food,0.41,0.959767836
Retail,Display,Shortterm,RetailSales,Other,0.03,0.096170664
Retail,Display,Shortterm,RTD,TotalRTDsubproduct,0,0.017855852
